Unnamed: 0,image,qalign_point,score
3681,image_1227_0.jpg,7.39,6.87
3682,image_1227_1.jpg,4.63,5.75
3683,image_1227_2.jpg,3.07,2.53
3684,image_1228_0.jpg,6.36,6.19
3685,image_1228_1.jpg,7.36,7.58
3686,image_1228_2.jpg,2.68,2.4
3687,image_1229_0.jpg,6.93,6.92
3688,image_1229_1.jpg,6.98,7.55
3689,image_1229_2.jpg,3.04,2.75
3690,image_1230_0.jpg,7.98,7.51
3691,image_1230_1.jpg,7.91,8.3
3692,image_1230_2.jpg,3.03,2.62
3693,image_1231_0.jpg,8.58,7.56
3694,image_1231_1.jpg,8.75,8.86
3695,image_1231_2.jpg,3.11,2.88
3696,image_1232_0.jpg,8.02,7.64
3697,image_1232_1.jpg,8.21,8.42
3698,image_1232_2.jpg,2.89,2.74
3699,image_1233_0.jpg,7.27,6.93
3700,image_1233_1.jpg,7.31,7.56
3701,image_1233_2.jpg,2.66,2.22
3702,image_1234_0.jpg,7.21,6.9
3703,image_1234_1.jpg,7.24,7.72
3704,image_1234_2.jpg,2.95,2.59
3705,image_1235_0.jpg,7.69,7.31
3706,image_1235_1.jpg,7.66,8.36
3707,image_1235_2.jpg,2.71,2.41
3708,image_1236_0.jpg,7.53,7.24
3709,image_1236_1.jpg,7.72,8.17
3710,image_1236_2.jpg,3.02,2.85
3711,image_1237_0.jpg,7.69,7.14
3712,image_1237_1.jpg,7.91,8.32
3713,image_1237_2.jpg,3.17,2.8
3714,image_1238_0.jpg,7.82,7.19
3715,image_1238_1.jpg,7.57,8.0
3716,image_1238_2.jpg,3.07,2.54
3717,image_1239_0.jpg,7.87,7.52
3718,image_1239_1.jpg,7.75,8.29
3719,image_1239_2.jpg,2.97,2.52
3720,image_1240_0.jpg,8.27,7.62
3721,image_1240_1.jpg,6.67,6.95
3722,image_1240_2.jpg,3.09,2.48
3723,image_1241_0.jpg,8.0,7.36
3724,image_1241_1.jpg,8.57,8.88
3725,image_1241_2.jpg,2.86,2.47
3726,image_1242_0.jpg,6.8,6.38
3727,image_1242_1.jpg,6.95,7.41
3728,image_1242_2.jpg,2.55,2.23
3729,image_1243_0.jpg,5.92,5.82
3730,image_1243_1.jpg,6.04,6.99
3731,image_1243_2.jpg,2.49,2.12
3732,image_1244_0.jpg,7.14,7.06
3733,image_1244_1.jpg,4.92,5.84
3734,image_1244_2.jpg,2.99,2.82
3735,image_1245_0.jpg,8.3,7.66
3736,image_1245_1.jpg,8.29,8.6
3737,image_1245_2.jpg,3.42,2.71
3738,image_1246_0.jpg,8.2,7.52
3739,image_1246_1.jpg,8.27,8.69
3740,image_1246_2.jpg,2.66,2.24
3741,image_1247_0.jpg,6.92,6.44
3742,image_1247_1.jpg,7.31,7.73
3743,image_1247_2.jpg,3.16,2.73
3744,image_1248_0.jpg,7.0,6.76
3745,image_1248_1.jpg,7.13,7.65
3746,image_1248_2.jpg,2.78,2.27
3747,image_1249_0.jpg,6.67,6.47
3748,image_1249_1.jpg,6.68,7.28
3749,image_1249_2.jpg,2.65,2.19
3750,image_1250_0.jpg,7.42,6.71
3751,image_1250_1.jpg,7.7,8.08
3752,image_1250_2.jpg,2.75,2.04
3753,image_1251_0.jpg,7.44,7.02
3754,image_1251_1.jpg,7.69,8.01
3755,image_1251_2.jpg,3.04,2.72
3756,image_1252_0.jpg,7.7,7.49
3757,image_1252_1.jpg,6.1,6.86
3758,image_1252_2.jpg,3.0,2.81
3759,image_1253_0.jpg,7.48,7.33
3760,image_1253_1.jpg,6.7,7.29
3761,image_1253_2.jpg,2.85,2.58
3762,image_1254_0.jpg,7.22,6.65
3763,image_1254_1.jpg,6.94,7.44
3764,image_1254_2.jpg,2.78,2.29
3765,image_1255_0.jpg,7.56,7.14
3766,image_1255_1.jpg,6.27,7.13
3767,image_1255_2.jpg,2.99,2.99
3768,image_1256_0.jpg,7.2,6.7
3769,image_1256_1.jpg,7.4,7.98
3770,image_1256_2.jpg,2.86,2.56
3771,image_1257_0.jpg,7.91,7.45
3772,image_1257_1.jpg,7.54,7.72
3773,image_1257_2.jpg,2.6,2.13
3774,image_1258_0.jpg,7.18,6.82
3775,image_1258_1.jpg,6.36,7.19
3776,image_1258_2.jpg,2.7,2.36
3777,image_1259_0.jpg,7.08,6.73
3778,image_1259_1.jpg,7.23,7.85
3779,image_1259_2.jpg,2.94,2.54
3780,image_1260_0.jpg,6.3,5.88
3781,image_1260_1.jpg,5.54,6.34
3782,image_1260_2.jpg,2.62,2.33
3783,image_1261_0.jpg,6.42,6.22
3784,image_1261_1.jpg,6.37,6.87
3785,image_1261_2.jpg,2.57,2.12
3786,image_1262_0.jpg,7.08,6.67
3787,image_1262_1.jpg,7.16,7.81
3788,image_1262_2.jpg,2.81,2.65
3789,image_1263_0.jpg,7.5,7.06
3790,image_1263_1.jpg,7.44,8.05
3791,image_1263_2.jpg,2.81,2.55
3792,image_1264_0.jpg,7.74,7.32
3793,image_1264_1.jpg,5.05,5.71
3794,image_1264_2.jpg,2.89,2.42
3795,image_1265_0.jpg,7.45,7.03
3796,image_1265_1.jpg,7.32,7.82
3797,image_1265_2.jpg,3.19,2.8
3798,image_1266_0.jpg,6.39,6.1
3799,image_1266_1.jpg,6.86,7.62
3800,image_1266_2.jpg,2.96,2.32
3801,image_1267_0.jpg,5.49,5.21
3802,image_1267_1.jpg,6.72,7.18
3803,image_1267_2.jpg,2.68,2.41
3804,image_1268_0.jpg,7.84,7.42
3805,image_1268_1.jpg,5.52,6.18
3806,image_1268_2.jpg,2.62,2.36
3807,image_1269_0.jpg,6.3,6.06
3808,image_1269_1.jpg,6.99,7.37
3809,image_1269_2.jpg,2.97,2.58
3810,image_1270_0.jpg,6.83,6.63
3811,image_1270_1.jpg,6.2,6.88
3812,image_1270_2.jpg,2.79,2.66
3813,image_1271_0.jpg,7.12,6.6
3814,image_1271_1.jpg,7.3,7.62
3815,image_1271_2.jpg,2.84,2.6
3816,image_1272_0.jpg,6.82,6.59
3817,image_1272_1.jpg,6.35,7.27
3818,image_1272_2.jpg,3.02,2.74
3819,image_1273_0.jpg,5.22,5.06
3820,image_1273_1.jpg,6.81,7.32
3821,image_1273_2.jpg,2.88,2.65
3822,image_1274_0.jpg,6.22,6.09
3823,image_1274_1.jpg,5.87,6.62
3824,image_1274_2.jpg,2.81,2.2
3825,image_1275_0.jpg,4.89,4.96
3826,image_1275_1.jpg,7.45,7.85
3827,image_1275_2.jpg,3.03,2.51
3828,image_1276_0.jpg,8.1,7.81
3829,image_1276_1.jpg,6.72,7.26
3830,image_1276_2.jpg,2.6,2.27
3831,image_1277_0.jpg,6.75,6.27
3832,image_1277_1.jpg,6.89,7.6
3833,image_1277_2.jpg,2.63,1.92
3834,image_1278_0.jpg,5.75,5.56
3835,image_1278_1.jpg,6.26,7.0
3836,image_1278_2.jpg,2.82,2.5
3837,image_1279_0.jpg,8.4,7.61
3838,image_1279_1.jpg,8.31,8.55
3839,image_1279_2.jpg,2.69,2.53
3840,image_1280_0.jpg,6.76,6.31
3841,image_1280_1.jpg,6.5,6.95
3842,image_1280_2.jpg,2.83,2.43
3843,image_1281_0.jpg,6.34,5.91
3844,image_1281_1.jpg,6.71,6.76
3845,image_1281_2.jpg,2.73,2.34
3846,image_1282_0.jpg,5.13,5.33
3847,image_1282_1.jpg,6.54,7.41
3848,image_1282_2.jpg,2.56,1.98
3849,image_1283_0.jpg,6.0,6.19
3850,image_1283_1.jpg,6.76,7.24
3851,image_1283_2.jpg,2.66,2.59
3852,image_1284_0.jpg,6.55,6.43
3853,image_1284_1.jpg,6.04,6.86
3854,image_1284_2.jpg,2.56,2.19
3855,image_1285_0.jpg,7.48,7.06
3856,image_1285_1.jpg,7.8,8.22
3857,image_1285_2.jpg,2.45,2.09
3858,image_1286_0.jpg,6.38,6.27
3859,image_1286_1.jpg,5.38,5.83
3860,image_1286_2.jpg,2.82,2.19
3861,image_1287_0.jpg,5.18,5.1
3862,image_1287_1.jpg,5.96,6.7
3863,image_1287_2.jpg,2.48,2.17
3864,image_1288_0.jpg,6.99,6.6
3865,image_1288_1.jpg,6.3,6.88
3866,image_1288_2.jpg,2.22,1.85
3867,image_1289_0.jpg,6.96,6.8
3868,image_1289_1.jpg,6.98,7.72
3869,image_1289_2.jpg,2.56,2.17
3870,image_1290_0.jpg,8.14,7.7
3871,image_1290_1.jpg,8.38,8.67
3872,image_1290_2.jpg,2.74,2.5
3873,image_1291_0.jpg,6.37,6.32
3874,image_1291_1.jpg,6.64,7.46
3875,image_1291_2.jpg,2.61,2.18
3876,image_1292_0.jpg,6.1,5.79
3877,image_1292_1.jpg,5.83,6.79
3878,image_1292_2.jpg,2.76,2.13
3879,image_1293_0.jpg,5.78,5.82
3880,image_1293_1.jpg,6.62,7.06
3881,image_1293_2.jpg,2.7,2.2
3882,image_1294_0.jpg,7.74,7.18
3883,image_1294_1.jpg,7.41,7.73
3884,image_1294_2.jpg,3.11,2.66
3885,image_1295_0.jpg,5.28,4.93
3886,image_1295_1.jpg,5.93,6.5
3887,image_1295_2.jpg,2.51,2.28
3888,image_1296_0.jpg,4.75,5.01
3889,image_1296_1.jpg,6.67,6.91
3890,image_1296_2.jpg,1.94,1.9
3891,image_1297_0.jpg,5.85,5.92
3892,image_1297_1.jpg,7.71,7.89
3893,image_1297_2.jpg,3.41,2.92
3894,image_1298_0.jpg,7.1,6.88
3895,image_1298_1.jpg,6.88,7.34
3896,image_1298_2.jpg,2.85,2.48
3897,image_1299_0.jpg,5.1,5.07
3898,image_1299_1.jpg,6.74,7.43
3899,image_1299_2.jpg,2.77,2.14
3900,image_1300_0.jpg,7.76,7.18
3901,image_1300_1.jpg,6.73,6.94
3902,image_1300_2.jpg,2.58,2.16
3903,image_1301_0.jpg,8.11,7.71
3904,image_1301_1.jpg,8.05,8.59
3905,image_1301_2.jpg,3.34,4.19
3906,image_1302_0.jpg,7.51,7.06
3907,image_1302_1.jpg,8.04,8.55
3908,image_1302_2.jpg,2.98,2.75
3909,image_1303_0.jpg,5.81,5.76
3910,image_1303_1.jpg,7.59,7.58
3911,image_1303_2.jpg,3.1,2.7
3912,image_1304_0.jpg,7.12,6.8
3913,image_1304_1.jpg,7.22,7.51
3914,image_1304_2.jpg,2.71,2.05
3915,image_1305_0.jpg,6.62,6.46
3916,image_1305_1.jpg,7.34,7.87
3917,image_1305_2.jpg,2.67,2.29
3918,image_1306_0.jpg,7.14,6.71
3919,image_1306_1.jpg,6.93,7.5
3920,image_1306_2.jpg,2.7,2.28
3921,image_1307_0.jpg,7.68,7.24
3922,image_1307_1.jpg,7.5,8.26
3923,image_1307_2.jpg,2.92,2.58
3924,image_1308_0.jpg,7.47,7.02
3925,image_1308_1.jpg,6.82,7.65
3926,image_1308_2.jpg,2.74,2.21
3927,image_1309_0.jpg,6.37,6.12
3928,image_1309_1.jpg,6.38,6.9
3929,image_1309_2.jpg,2.62,2.31
3930,image_1310_0.jpg,6.33,6.74
3931,image_1310_1.jpg,6.18,7.19
3932,image_1310_2.jpg,2.63,2.27
3933,image_1311_0.jpg,7.15,6.76
3934,image_1311_1.jpg,7.76,8.11
3935,image_1311_2.jpg,2.92,2.56
3936,image_1312_0.jpg,7.93,7.48
3937,image_1312_1.jpg,7.42,7.84
3938,image_1312_2.jpg,3.01,2.49
3939,image_1313_0.jpg,7.27,7.0
3940,image_1313_1.jpg,6.48,6.88
3941,image_1313_2.jpg,2.91,2.47
3942,image_1314_0.jpg,8.15,7.73
3943,image_1314_1.jpg,7.78,8.33
3944,image_1314_2.jpg,3.3,2.85
3945,image_1315_0.jpg,6.79,6.67
3946,image_1315_1.jpg,6.51,7.35
3947,image_1315_2.jpg,2.81,2.31
3948,image_1316_0.jpg,7.98,7.27
3949,image_1316_1.jpg,7.8,8.01
3950,image_1316_2.jpg,3.43,3.1
3951,image_1317_0.jpg,5.85,5.79
3952,image_1317_1.jpg,6.06,6.91
3953,image_1317_2.jpg,2.54,2.0
3954,image_1318_0.jpg,4.68,5.36
3955,image_1318_1.jpg,4.82,6.47
3956,image_1318_2.jpg,2.17,2.3
3957,image_1319_0.jpg,7.77,7.56
3958,image_1319_1.jpg,7.59,8.04
3959,image_1319_2.jpg,3.06,2.95
3960,image_1320_0.jpg,7.52,6.88
3961,image_1320_1.jpg,7.09,7.36
3962,image_1320_2.jpg,2.86,2.29
3963,image_1321_0.jpg,7.08,6.78
3964,image_1321_1.jpg,7.02,7.28
3965,image_1321_2.jpg,2.52,2.05
3966,image_1322_0.jpg,6.91,6.46
3967,image_1322_1.jpg,5.28,6.32
3968,image_1322_2.jpg,2.69,2.25
3969,image_1323_0.jpg,7.78,7.34
3970,image_1323_1.jpg,7.37,8.03
3971,image_1323_2.jpg,2.92,2.67
3972,image_1324_0.jpg,7.36,6.64
3973,image_1324_1.jpg,6.18,7.1
3974,image_1324_2.jpg,2.51,2.13
3975,image_1325_0.jpg,6.88,6.62
3976,image_1325_1.jpg,6.5,7.03
3977,image_1325_2.jpg,2.66,2.36
3978,image_1326_0.jpg,8.96,8.04
3979,image_1326_1.jpg,6.94,7.7
3980,image_1326_2.jpg,3.25,2.82
3981,image_1327_0.jpg,7.65,7.15
3982,image_1327_1.jpg,6.01,6.59
3983,image_1327_2.jpg,2.88,2.59
3984,image_1328_0.jpg,8.69,8.25
3985,image_1328_1.jpg,8.95,9.09
3986,image_1328_2.jpg,2.88,2.43
3987,image_1329_0.jpg,8.27,7.58
3988,image_1329_1.jpg,7.81,8.06
3989,image_1329_2.jpg,2.74,2.62
3990,image_1330_0.jpg,6.95,6.53
3991,image_1330_1.jpg,6.45,7.25
3992,image_1330_2.jpg,2.89,2.29
3993,image_1331_0.jpg,7.01,6.52
3994,image_1331_1.jpg,5.8,6.64
3995,image_1331_2.jpg,2.64,2.45
3996,image_1332_0.jpg,7.54,7.05
3997,image_1332_1.jpg,7.0,7.41
3998,image_1332_2.jpg,2.83,2.67
3999,image_1333_0.jpg,6.62,6.49
4000,image_1333_1.jpg,6.38,7.04
4001,image_1333_2.jpg,2.63,2.56
4002,image_1334_0.jpg,8.41,7.95
4003,image_1334_1.jpg,8.33,8.58
4004,image_1334_2.jpg,3.14,2.56
4005,image_1335_0.jpg,8.58,7.91
4006,image_1335_1.jpg,8.66,8.97
4007,image_1335_2.jpg,4.11,3.3
4008,image_1336_0.jpg,8.07,7.39
4009,image_1336_1.jpg,7.47,7.56
4010,image_1336_2.jpg,2.93,2.43
4011,image_1337_0.jpg,7.39,6.99
4012,image_1337_1.jpg,7.25,7.45
4013,image_1337_2.jpg,3.05,2.54
4014,image_1338_0.jpg,8.16,7.42
4015,image_1338_1.jpg,5.9,6.78
4016,image_1338_2.jpg,2.84,2.49
4017,image_1339_0.jpg,6.63,6.39
4018,image_1339_1.jpg,6.53,7.09
4019,image_1339_2.jpg,2.77,2.53
4020,image_1340_0.jpg,6.12,5.94
4021,image_1340_1.jpg,6.77,7.22
4022,image_1340_2.jpg,2.79,2.37
4023,image_1341_0.jpg,8.17,7.83
4024,image_1341_1.jpg,7.86,8.23
4025,image_1341_2.jpg,3.27,3.02
4026,image_1342_0.jpg,7.91,7.36
4027,image_1342_1.jpg,7.62,8.42
4028,image_1342_2.jpg,3.53,2.99
4029,image_1343_0.jpg,8.38,7.71
4030,image_1343_1.jpg,8.28,8.66
4031,image_1343_2.jpg,3.64,3.48
4032,image_1344_0.jpg,7.15,6.58
4033,image_1344_1.jpg,5.71,6.15
4034,image_1344_2.jpg,2.37,2.18
4035,image_1345_0.jpg,7.85,7.34
4036,image_1345_1.jpg,7.2,7.61
4037,image_1345_2.jpg,3.51,2.93
4038,image_1346_0.jpg,8.5,7.81
4039,image_1346_1.jpg,8.15,8.46
4040,image_1346_2.jpg,3.52,3.16
4041,image_1347_0.jpg,8.79,7.97
4042,image_1347_1.jpg,8.83,8.92
4043,image_1347_2.jpg,3.54,3.08
4044,image_1348_0.jpg,8.01,7.59
4045,image_1348_1.jpg,8.0,8.35
4046,image_1348_2.jpg,3.39,2.86
4047,image_1349_0.jpg,5.47,5.21
4048,image_1349_1.jpg,3.87,4.8
4049,image_1349_2.jpg,2.81,2.47
4050,image_1350_0.jpg,7.16,6.61
4051,image_1350_1.jpg,5.87,6.85
4052,image_1350_2.jpg,3.22,2.65
4053,image_1351_0.jpg,8.36,7.63
4054,image_1351_1.jpg,8.27,8.54
4055,image_1351_2.jpg,2.86,2.44
4056,image_1352_0.jpg,8.51,8.01
4057,image_1352_1.jpg,8.08,8.17
4058,image_1352_2.jpg,2.96,2.38
4059,image_1353_0.jpg,8.2,7.56
4060,image_1353_1.jpg,8.38,8.85
4061,image_1353_2.jpg,2.83,2.46
4062,image_1354_0.jpg,6.47,6.16
4063,image_1354_1.jpg,6.39,6.89
4064,image_1354_2.jpg,2.71,2.42
4065,image_1355_0.jpg,7.86,7.2
4066,image_1355_1.jpg,7.48,7.98
4067,image_1355_2.jpg,2.96,2.47
4068,image_1356_0.jpg,7.98,7.74
4069,image_1356_1.jpg,7.52,8.03
4070,image_1356_2.jpg,3.54,3.12
4071,image_1357_0.jpg,8.33,7.86
4072,image_1357_1.jpg,7.95,8.61
4073,image_1357_2.jpg,2.64,2.36
4074,image_1358_0.jpg,7.69,6.91
4075,image_1358_1.jpg,7.91,8.25
4076,image_1358_2.jpg,3.49,3.05
4077,image_1359_0.jpg,7.96,7.27
4078,image_1359_1.jpg,7.79,8.44
4079,image_1359_2.jpg,3.17,2.88
4080,image_1360_0.jpg,8.16,7.53
4081,image_1360_1.jpg,7.68,8.11
4082,image_1360_2.jpg,3.44,3.06
4083,image_1361_0.jpg,7.87,7.31
4084,image_1361_1.jpg,7.89,8.12
4085,image_1361_2.jpg,3.29,2.54
4086,image_1362_0.jpg,8.74,7.72
4087,image_1362_1.jpg,7.25,7.64
4088,image_1362_2.jpg,3.35,2.72
4089,image_1363_0.jpg,7.66,7.36
4090,image_1363_1.jpg,7.69,7.88
4091,image_1363_2.jpg,2.21,1.93
4092,image_1364_0.jpg,6.87,6.36
4093,image_1364_1.jpg,7.56,7.72
4094,image_1364_2.jpg,2.61,2.43
4095,image_1365_0.jpg,8.2,7.72
4096,image_1365_1.jpg,8.38,8.55
4097,image_1365_2.jpg,3.52,3.09
4098,image_1366_0.jpg,7.58,7.05
4099,image_1366_1.jpg,7.55,8.0
4100,image_1366_2.jpg,2.86,2.51
4101,image_1367_0.jpg,6.95,6.78
4102,image_1367_1.jpg,7.42,7.76
4103,image_1367_2.jpg,2.83,2.35
4104,image_1368_0.jpg,8.37,7.94
4105,image_1368_1.jpg,8.07,8.49
4106,image_1368_2.jpg,3.72,3.27
4107,image_1369_0.jpg,8.07,7.65
4108,image_1369_1.jpg,7.63,8.02
4109,image_1369_2.jpg,3.05,2.63
4110,image_1370_0.jpg,7.77,7.33
4111,image_1370_1.jpg,6.29,7.17
4112,image_1370_2.jpg,2.66,2.04
4113,image_1371_0.jpg,7.72,7.11
4114,image_1371_1.jpg,7.32,7.75
4115,image_1371_2.jpg,2.93,2.74
4116,image_1372_0.jpg,8.53,7.92
4117,image_1372_1.jpg,8.24,8.71
4118,image_1372_2.jpg,3.23,2.68
4119,image_1373_0.jpg,8.26,7.54
4120,image_1373_1.jpg,8.16,8.5
4121,image_1373_2.jpg,3.88,3.18
4122,image_1374_0.jpg,7.41,6.94
4123,image_1374_1.jpg,7.35,7.9
4124,image_1374_2.jpg,2.56,2.06
4125,image_1375_0.jpg,7.87,7.54
4126,image_1375_1.jpg,7.49,7.82
4127,image_1375_2.jpg,3.1,2.81
4128,image_1376_0.jpg,7.55,7.06
4129,image_1376_1.jpg,7.4,7.94
4130,image_1376_2.jpg,2.97,2.56
4131,image_1377_0.jpg,8.25,7.84
4132,image_1377_1.jpg,7.71,8.37
4133,image_1377_2.jpg,3.93,3.28
4134,image_1378_0.jpg,8.5,7.94
4135,image_1378_1.jpg,7.99,8.22
4136,image_1378_2.jpg,3.88,3.34
4137,image_1379_0.jpg,7.88,7.11
4138,image_1379_1.jpg,6.8,7.51
4139,image_1379_2.jpg,2.9,2.26
4140,image_1380_0.jpg,7.74,6.9
4141,image_1380_1.jpg,5.9,6.68
4142,image_1380_2.jpg,2.96,2.59
4143,image_1381_0.jpg,7.06,6.77
4144,image_1381_1.jpg,7.15,7.6
4145,image_1381_2.jpg,2.42,2.36
4146,image_1382_0.jpg,8.0,7.54
4147,image_1382_1.jpg,7.28,7.68
4148,image_1382_2.jpg,3.0,2.57
4149,image_1383_0.jpg,7.96,7.46
4150,image_1383_1.jpg,6.23,6.72
4151,image_1383_2.jpg,2.72,2.5
4152,image_1384_0.jpg,7.61,7.27
4153,image_1384_1.jpg,6.24,7.31
4154,image_1384_2.jpg,2.57,2.62
4155,image_1385_0.jpg,7.52,7.11
4156,image_1385_1.jpg,7.32,7.89
4157,image_1385_2.jpg,2.76,2.41
4158,image_1386_0.jpg,7.9,7.17
4159,image_1386_1.jpg,7.59,8.07
4160,image_1386_2.jpg,3.01,2.43
4161,image_1387_0.jpg,7.37,6.92
4162,image_1387_1.jpg,7.53,8.0
4163,image_1387_2.jpg,2.92,2.57
4164,image_1388_0.jpg,8.11,7.9
4165,image_1388_1.jpg,7.74,8.18
4166,image_1388_2.jpg,2.99,2.83
4167,image_1389_0.jpg,7.49,7.29
4168,image_1389_1.jpg,5.73,6.82
4169,image_1389_2.jpg,3.21,2.59
4170,image_1390_0.jpg,7.45,6.97
4171,image_1390_1.jpg,7.34,7.94
4172,image_1390_2.jpg,3.35,3.02
4173,image_1391_0.jpg,7.02,6.46
4174,image_1391_1.jpg,7.17,7.47
4175,image_1391_2.jpg,3.08,2.5
4176,image_1392_0.jpg,7.6,7.18
4177,image_1392_1.jpg,6.8,7.4
4178,image_1392_2.jpg,2.78,2.69
4179,image_1393_0.jpg,6.02,6.18
4180,image_1393_1.jpg,5.36,6.56
4181,image_1393_2.jpg,2.38,2.41
4182,image_1394_0.jpg,5.95,5.78
4183,image_1394_1.jpg,5.63,6.16
4184,image_1394_2.jpg,2.84,2.28
4185,image_1395_0.jpg,7.51,6.83
4186,image_1395_1.jpg,6.93,7.5
4187,image_1395_2.jpg,3.21,2.73
4188,image_1396_0.jpg,7.67,6.97
4189,image_1396_1.jpg,6.97,7.61
4190,image_1396_2.jpg,3.08,2.6
4191,image_1397_0.jpg,7.05,6.42
4192,image_1397_1.jpg,6.29,6.92
4193,image_1397_2.jpg,2.73,2.08
4194,image_1398_0.jpg,7.58,7.16
4195,image_1398_1.jpg,7.16,7.8
4196,image_1398_2.jpg,3.33,2.79
4197,image_1399_0.jpg,8.12,7.53
4198,image_1399_1.jpg,7.72,8.31
4199,image_1399_2.jpg,2.69,2.23
4200,image_1400_0.jpg,7.77,7.18
4201,image_1400_1.jpg,7.34,7.7
4202,image_1400_2.jpg,2.76,2.4
4203,image_1401_0.jpg,7.91,7.28
4204,image_1401_1.jpg,5.4,6.32
4205,image_1401_2.jpg,2.59,2.38
4206,image_1402_0.jpg,8.03,7.05
4207,image_1402_1.jpg,7.25,7.48
4208,image_1402_2.jpg,3.0,2.47
4209,image_1403_0.jpg,7.53,6.27
4210,image_1403_1.jpg,7.7,7.45
4211,image_1403_2.jpg,3.26,2.84
4212,image_1404_0.jpg,6.16,5.89
4213,image_1404_1.jpg,5.7,6.64
4214,image_1404_2.jpg,2.43,2.2
4215,image_1405_0.jpg,7.58,7.0
4216,image_1405_1.jpg,7.45,7.7
4217,image_1405_2.jpg,3.38,3.01
4218,image_1406_0.jpg,8.44,8.05
4219,image_1406_1.jpg,8.57,8.56
4220,image_1406_2.jpg,3.37,2.88
4221,image_1407_0.jpg,8.54,7.81
4222,image_1407_1.jpg,8.5,8.76
4223,image_1407_2.jpg,4.02,3.29
4224,image_1408_0.jpg,7.49,7.1
4225,image_1408_1.jpg,6.94,7.3
4226,image_1408_2.jpg,3.1,2.92
4227,image_1409_0.jpg,8.15,7.25
4228,image_1409_1.jpg,8.12,8.28
4229,image_1409_2.jpg,3.29,2.63
4230,image_1410_0.jpg,5.83,5.72
4231,image_1410_1.jpg,5.66,6.29
4232,image_1410_2.jpg,2.56,2.32
4233,image_1411_0.jpg,6.88,6.48
4234,image_1411_1.jpg,7.24,7.56
4235,image_1411_2.jpg,3.2,2.91
4236,image_1412_0.jpg,8.44,7.6
4237,image_1412_1.jpg,8.48,8.58
4238,image_1412_2.jpg,2.93,2.48
4239,image_1413_0.jpg,7.57,7.3
4240,image_1413_1.jpg,7.6,7.92
4241,image_1413_2.jpg,3.36,3.21
4242,image_1414_0.jpg,7.84,7.49
4243,image_1414_1.jpg,7.73,7.86
4244,image_1414_2.jpg,3.18,2.43
4245,image_1415_0.jpg,7.24,6.64
4246,image_1415_1.jpg,7.48,8.02
4247,image_1415_2.jpg,2.57,2.02
4248,image_1416_0.jpg,6.83,6.62
4249,image_1416_1.jpg,7.15,7.53
4250,image_1416_2.jpg,2.84,2.27
4251,image_1417_0.jpg,7.71,7.33
4252,image_1417_1.jpg,5.98,6.81
4253,image_1417_2.jpg,2.97,2.3
4254,image_1418_0.jpg,7.73,7.2
4255,image_1418_1.jpg,7.66,8.34
4256,image_1418_2.jpg,3.62,3.08
4257,image_1419_0.jpg,7.61,7.25
4258,image_1419_1.jpg,7.4,7.85
4259,image_1419_2.jpg,2.93,2.5
4260,image_1420_0.jpg,7.59,7.3
4261,image_1420_1.jpg,8.09,8.8
4262,image_1420_2.jpg,3.34,2.86
4263,image_1421_0.jpg,7.65,7.15
4264,image_1421_1.jpg,7.68,8.01
4265,image_1421_2.jpg,3.3,2.83
4266,image_1422_0.jpg,7.96,7.63
4267,image_1422_1.jpg,7.98,8.54
4268,image_1422_2.jpg,3.55,2.84
4269,image_1423_0.jpg,7.86,7.28
4270,image_1423_1.jpg,8.12,8.46
4271,image_1423_2.jpg,3.07,2.83
4272,image_1424_0.jpg,7.53,7.07
4273,image_1424_1.jpg,7.56,8.31
4274,image_1424_2.jpg,3.36,2.63
4275,image_1425_0.jpg,8.65,7.89
4276,image_1425_1.jpg,8.6,8.44
4277,image_1425_2.jpg,3.17,2.48
4278,image_1426_0.jpg,7.63,6.99
4279,image_1426_1.jpg,7.72,8.04
4280,image_1426_2.jpg,3.16,2.69
4281,image_1427_0.jpg,7.79,7.07
4282,image_1427_1.jpg,7.67,8.27
4283,image_1427_2.jpg,3.53,3.28
4284,image_1428_0.jpg,6.55,6.37
4285,image_1428_1.jpg,7.28,7.68
4286,image_1428_2.jpg,2.52,2.28
4287,image_1429_0.jpg,7.62,7.13
4288,image_1429_1.jpg,7.64,8.21
4289,image_1429_2.jpg,2.54,2.15
4290,image_1430_0.jpg,7.25,6.93
4291,image_1430_1.jpg,7.17,7.83
4292,image_1430_2.jpg,2.54,2.34
4293,image_1431_0.jpg,8.3,7.72
4294,image_1431_1.jpg,7.94,8.55
4295,image_1431_2.jpg,3.19,2.86
4296,image_1432_0.jpg,7.95,7.38
4297,image_1432_1.jpg,7.97,8.23
4298,image_1432_2.jpg,3.29,2.91
4299,image_1433_0.jpg,7.9,7.54
4300,image_1433_1.jpg,7.62,8.0
4301,image_1433_2.jpg,3.39,2.87
4302,image_1434_0.jpg,8.58,8.26
4303,image_1434_1.jpg,8.41,8.97
4304,image_1434_2.jpg,3.04,2.68
4305,image_1435_0.jpg,7.48,7.17
4306,image_1435_1.jpg,7.32,7.91
4307,image_1435_2.jpg,3.45,2.85
4308,image_1436_0.jpg,8.19,7.72
4309,image_1436_1.jpg,8.05,8.25
4310,image_1436_2.jpg,3.39,3.17
4311,image_1437_0.jpg,8.66,7.97
4312,image_1437_1.jpg,8.46,8.68
4313,image_1437_2.jpg,3.93,3.6
4314,image_1438_0.jpg,7.99,7.54
4315,image_1438_1.jpg,8.07,8.17
